id,timestamp,value
A,2025-03-01 00:00:00,199.21174924630824
A,2025-03-01 00:01:00,200.52148825184136
A,2025-03-01 00:02:00,204.0635190276558
A,2025-03-01 00:03:00,206.27184057757634
A,2025-03-01 00:04:00,205.15581131002608
A,2025-03-01 00:05:00,208.85119891243298
A,2025-03-01 00:06:00,207.72598321812177
A,2025-03-01 00:07:00,209.3247196253923
A,2025-03-01 00:08:00,210.910042674717
A,2025-03-01 00:09:00,214.52472373254523
A,2025-03-01 00:10:00,216.16911342625957
A,2025-03-01 00:11:00,215.8642109665553
A,2025-03-01 00:12:00,216.60076735770642
A,2025-03-01 00:13:00,220.97544257824393
A,2025-03-01 00:14:00,221.313666383213
A,2025-03-01 00:15:00,221.2732561376977
A,2025-03-01 00:16:00,224.13126263791227
A,2025-03-01 00:17:00,225.98587908717698
A,2025-03-01 00:18:00,226.1106291681012
A,2025-03-01 00:19:00,228.4526018348731
A,2025-03-01 00:20:00,229.58421135926145
A,2025-03-01 00:21:00,232.50827235981546
A,2025-03-01 00:22:00,233.1676747550971
A,2025-03-01 00:23:00,234.43710607683528
A,2025-03-01 00:24:00,235.36056414677523
A,2025-03-01 00:25:00,238.17450649336453
A,2025-03-01 00:26:00,236.96676694603863
A,2025-03-01 00:27:00,240.1946836403147
A,2025-03-01 00:28:00,242.37587787097982
A,2025-03-01 00:29:00,242.93085315284057
A,2025-03-01 00:30:00,246.62397394407378
A,2025-03-01 00:31:00,247.3286746774527
A,2025-03-01 00:32:00,249.1693243429904
A,2025-03-01 00:33:00,248.73218293804894
A,2025-03-01 00:34:00,251.9184200806816
A,2025-03-01 00:35:00,252.12892131387406
A,2025-03-01 00:36:00,253.767118803624
A,2025-03-01 00:37:00,254.8840803229898
A,2025-03-01 00:38:00,256.27390673003856
A,2025-03-01 00:39:00,258.71832211876136
A,2025-03-01 00:40:00,261.2756304253623
A,2025-03-01 00:41:00,261.830770409277
A,2025-03-01 00:42:00,264.14289614950536
A,2025-03-01 00:43:00,266.18374258633503
A,2025-03-01 00:44:00,267.2882081155951
A,2025-03-01 00:45:00,267.4708609975126
A,2025-03-01 00:46:00,268.2950851946597
A,2025-03-01 00:47:00,269.5864648375734
A,2025-03-01 00:48:00,272.53060121838547
A,2025-03-01 00:49:00,273.29782648041936
A,2025-03-01 00:50:00,274.05151720581154
A,2025-03-01 00:51:00,276.15070785063426
A,2025-03-01 00:52:00,278.89465644485585
A,2025-03-01 00:53:00,278.6665811396625
A,2025-03-01 00:54:00,280.48644644416044
A,2025-03-01 00:55:00,282.44217528791984
A,2025-03-01 00:56:00,284.9707046925975
A,2025-03-01 00:57:00,286.04966204950233
A,2025-03-01 00:58:00,287.6841136736615
A,2025-03-01 00:59:00,289.1795870149247
A,2025-03-01 01:00:00,291.4096952470129
A,2025-03-01 01:01:00,293.05482537946546
A,2025-03-01 01:02:00,293.626447813417
A,2025-03-01 01:03:00,293.97085269265324
A,2025-03-01 01:04:00,298.3885741533948
A,2025-03-01 01:05:00,296.93195690183626
A,2025-03-01 01:06:00,300.62468082313717
A,2025-03-01 01:07:00,300.86884182787463
A,2025-03-01 01:08:00,301.8809291183751
A,2025-03-01 01:09:00,303.8922108095607
A,2025-03-01 01:10:00,304.36193405805176
A,2025-03-01 01:11:00,306.57393229915334
A,2025-03-01 01:12:00,306.44472320158565
A,2025-03-01 01:13:00,309.53722162113405
A,2025-03-01 01:14:00,309.7306727714306
A,2025-03-01 01:15:00,314.8402540928602
A,2025-03-01 01:16:00,313.8922372867735
A,2025-03-01 01:17:00,316.2706023461966
A,2025-03-01 01:18:00,315.92401601397114
A,2025-03-01 01:19:00,319.34930056099154
A,2025-03-01 01:20:00,319.3245367454044
A,2025-03-01 01:21:00,322.89972122442066
A,2025-03-01 01:22:00,320.8105385246277
A,2025-03-01 01:23:00,324.47473189671445
A,2025-03-01 01:24:00,324.50087436425235
A,2025-03-01 01:25:00,327.53035017431654
A,2025-03-01 01:26:00,329.1420516176122
A,2025-03-01 01:27:00,332.3419307592953
A,2025-03-01 01:28:00,329.9005881938928
A,2025-03-01 01:29:00,334.0901402929905
A,2025-03-01 01:30:00,334.2847297015938
A,2025-03-01 01:31:00,338.0340277803378
A,2025-03-01 01:32:00,339.1339927479097
A,2025-03-01 01:33:00,339.941675384323
A,2025-03-01 01:34:00,341.76998420912236
A,2025-03-01 01:35:00,342.06466830402326
A,2025-03-01 01:36:00,344.0241193064132
A,2025-03-01 01:37:00,344.97122626523714
A,2025-03-01 01:38:00,346.293688088254
A,2025-03-01 01:39:00,348.6503841357011
A,2025-03-01 01:40:00,349.204429384034
A,2025-03-01 01:41:00,350.7209276561504
A,2025-03-01 01:42:00,352.1550490008341
A,2025-03-01 01:43:00,352.5573477597047
A,2025-03-01 01:44:00,355.39951532560053
A,2025-03-01 01:45:00,358.4118798092874
A,2025-03-01 01:46:00,359.74402813145815
A,2025-03-01 01:47:00,360.2630301068213
A,2025-03-01 01:48:00,362.9164780925088
A,2025-03-01 01:49:00,363.7201214101356
A,2025-03-01 01:50:00,364.12669902254805
A,2025-03-01 01:51:00,364.8338631081948
A,2025-03-01 01:52:00,367.26265730375246
A,2025-03-01 01:53:00,368.8519513047482
A,2025-03-01 01:54:00,370.22510057623543
A,2025-03-01 01:55:00,372.97672022559664
A,2025-03-01 01:56:00,372.8712988419145
A,2025-03-01 01:57:00,374.89879419586885
A,2025-03-01 01:58:00,376.9487499346956
A,2025-03-01 01:59:00,379.7130137739698
A,2025-03-01 02:00:00,379.40262205544536
A,2025-03-01 02:01:00,381.44648478916525
A,2025-03-01 02:02:00,383.68149897429976
A,2025-03-01 02:03:00,382.06561321608996
A,2025-03-01 02:04:00,385.64368090980406
A,2025-03-01 02:05:00,386.82955839339184
A,2025-03-01 02:06:00,387.156595686722
A,2025-03-01 02:07:00,389.56964539954816
